TF,Target
YPL248C,YPL148C
YOL067C,YPL231W
YOR358W,YPL252C
YNL314W,YPL252C
YGL035C,YPL262W
YJL089W,YPR026W
YBL021C,YPR036W
YOR337W,YPR128C
YNL204C,YPR138C
YBR083W,YPR160W
YHR206W,YPR184W
YBR083W,YPR191W
YDR259C,YAL023C
YKL062W,YAL044C
YLR256W,YAL062W
YFL031W,YBL030C
YJR060W,YBL064C
YKL112W,YBR036C
YIL036W,YBR041W
YMR043W,YBR085W
YJR094C,YBR149W
YBR182C,YBR161W
YKL109W,YBR183W
YGL254W,YBR183W
YKL062W,YBR183W
YLR228C,YBR205W
YCR065W,YBR265W
YKR034W,YBR294W
YOR363C,YCL009C
YER040W,YCL030C
YDR423C,YCR024C
YBL005W,YCR034W
YGL166W,YCR036W
YJR094C,YCR083W
YBR182C,YCR098C
YDR034C,YDL131W
YGL073W,YDL141W
YGL209W,YDR001C
YLR228C,YDR019C
YBL103C,YDR035W
YPL075W,YDR050C
YMR070W,YDR062W
YDR146C,YDR127W
YDR034C,YDR127W
YJR060W,YDR135C
YGL071W,YDR204W
YDR034C,YDR234W
YGL035C,YDR261C
YJR094C,YDR268W
YJL089W,YDR272W
YJL089W,YDR297W
YGL035C,YDR298C
YKL109W,YDR300C
YNL103W,YDR343C
YOR337W,YDR354W
YPR065W,YDR373W
YKL112W,YDR481C
YBR182C,YDR487C
YBL021C,YDR502C
YNL204C,YEL017C-A
YMR037C,YEL021W
YBL021C,YEL024W
YMR043W,YEL038W
YMR037C,YEL038W
YBL103C,YEL046C
YBL021C,YEL047C
YHR124W,YER005W
YKL062W,YER023W
YDR123C,YER043C
YGL035C,YER052C
YBR049C,YER061C
YDL020C,YER061C
YGL209W,YER062C
YOR028C,YER062C
YKL109W,YER065C
YOL108C,YER070W
YDL170W,YER081W
YGL209W,YER099C
YKL062W,YER183C
YGL209W,YFL018C
YBL021C,YFL030W
YDR259C,YFL053W
YGL209W,YFL053W
YPR065W,YFR033C
YCR065W,YFR047C
YEL009C,YGL008C
YEL009C,YGL037C
YKL112W,YGL055W
YEL009C,YGL062W
YER111C,YGL062W
YIR023W,YGL125W
YJR094C,YGL186C
YPR065W,YGL187C
YDL170W,YGL202W
YCR065W,YGL224C
YPL075W,YGL256W
YGR044C,YGR060W
YGL071W,YGR088W
YFL031W,YGR121C
YDR253C,YGR155W
YGL209W,YGR183C
YEL009C,YGR183C
YNL103W,YGR244C
YDR216W,YGR244C
YDL170W,YGR248W
YGR044C,YGR248W
YDR253C,YGR254W
YPR065W,YGR255C
YOL108C,YGR267C
YMR280C,YHR001W-A
YML007W,YHR072W
YGL209W,YHR072W
YHR178W,YHR104W
YOR028C,YHR104W
YLR451W,YHR190W
YGL166W,YIL053W
YNL204C,YIL124W
YOR358W,YIL134W
YBL005W,YIL134W
YJR094C,YIL162W
YDR034C,YIR031C
YHR178W,YIR032C
YMR037C,YJL026W
YMR070W,YJL071W
YPR065W,YJL091C
YOL067C,YJL153C
YPL089C,YJL212C
YJL089W,YJL212C
YNL204C,YJL214W
YGL209W,YJL221C
YJR094C,YJL221C
YDR034C,YJR109C
YER040W,YJR109C
YGL071W,YJR137C
YFL021W,YJR152W
YGL209W,YKL016C
YFR034C,YKL029C
YGL071W,YKL184W
YBL021C,YKL212W
YJR060W,YKR058W
YGL035C,YKR061W
YPR199C,YKR066C
YGL209W,YKR067W
YOL028C,YKR069W
YGL254W,YKR097W
YGL209W,YLL012W
YFL031W,YLL028W
YPR065W,YLL052C
YOR028C,YLR027C
YBL005W,YLR028C
YBR049C,YLR043C
YLR228C,YLR081W
YIL036W,YLR089C
YBL103C,YLR089C
YLR451W,YLR109W
YGR044C,YLR133W
YLR131C,YLR134W
YGL209W,YLR146C
YKL062W,YLR153C
YMR021C,YLR209C
YDR259C,YLR209C
YEL009C,YLR237W
YBL103C,YLR240W
YEL009C,YLR295C
YDR146C,YLR348C
YOR363C,YLR348C
YKR034W,YLR355C
YGL071W,YLR359W
YKL062W,YLR377C
YLR256W,YLR447C
YKL062W,YML008C
YER040W,YML056C
YLR256W,YML100W
YLR014C,YML100W
YLR014C,YML120C
YNL027W,YMR008C
YKL185W,YMR008C
YBL005W,YMR008C
YFL031W,YMR008C
YFL021W,YMR009W
YPR199C,YMR011W
YOL067C,YMR020W
YGL166W,YMR020W
YGL035C,YMR062C
YDR123C,YMR088C
YGR044C,YMR105C
YLR256W,YMR105C
YBR083W,YMR113W
YBL005W,YMR120C
YOR358W,YMR145C
YBR083W,YMR145C
YMR037C,YMR169C
YGL166W,YMR169C
YBR083W,YMR169C
YCR065W,YMR189W
YNL216W,YMR226C
YEL009C,YMR241W
YEL009C,YMR250W
YHR206W,YMR250W
YKR064W,YMR278W
YAL051W,YMR313C
YDR034C,YMR319C
YJL089W,YNL009W
YNL027W,YNL142W
YNL167C,YNL192W
YFR034C,YNL192W
YBL005W,YNL220W
YHR084W,YNL220W
YFL031W,YNL268W
YDR259C,YNL318C
YGR044C,YNR001C
YNL216W,YNR008W
YGL237C,YNR008W
YLR131C,YNR008W
YDR216W,YNR012W
YPL075W,YNR019W
YPR065W,YNR043W
YPL075W,YNR043W
YMR042W,YOL020W
YNL103W,YOL068C
YKL112W,YOL086C
YGL073W,YOL103W
YGR044C,YOL151W
YMR070W,YOR065W
YLR256W,YOR109W
YGL209W,YOR128C
YDR034C,YOR128C
YNL167C,YOR311C
YKL185W,YOR323C
YOR140W,YPL015C
YOL028C,YPL053C
YPL089C,YPL057C
YKL112W,YPL061W
YGL035C,YPL061W
YKL112W,YPL069C
YEL009C,YPL078C
YPL075W,YPL087W
YJR094C,YPL147W
YOR337W,YPL188W
YGL035C,YPL214C
YER040W,YPL252C
YBR083W,YPL258C
YEL009C,YPR001W
YMR280C,YPR006C
YPR065W,YPR020W
YLR228C,YPR033C
YOR337W,YPR060C
YOL028C,YPR074C
YNL027W,YPR081C
YLR176C,YPR128C
YBL103C,YPR145W
YKL015W,YPR145W
YLR176C,YPR160W
YMR042W,YPR183W
YGR044C,YPR184W
YMR042W,YPR192W
YPL089C,YAL022C
YMR042W,YAL022C
YER040W,YBL013W
YBR083W,YBL030C
YML007W,YBL033C
YLR256W,YBL045C
YDL020C,YBR020W
YKR034W,YBR023C
YGL035C,YBR039W
YBR049C,YBR092C
YNL167C,YBR110W
YIL131C,YBR117C
YBL005W,YBR153W
YOR028C,YBR183W
YKL062W,YBR199W
YKL038W,YBR244W
YDL170W,YBR256C
YNL068C,YBR296C
YJL056C,YBR296C
YMR043W,YCL030C
YPL089C,YCL035C
YNL204C,YCR012W
YLR256W,YCR024C
YOR028C,YCR024C
YGL166W,YCR083W
YEL009C,YDL066W
YJL089W,YDL093W
YDR034C,YDL093W
YKR034W,YDL171C
YOR363C,YDL171C
YOR363C,YDL215C
YDR259C,YDL247W
YNL204C,YDR050C
YHR178W,YDR173C
YNL167C,YDR208W
YFL021W,YDR234W
YJR094C,YDR236C
YGL209W,YDR272W
YIR023W,YDR368W
YNL068C,YDR428C
YKL185W,YDR483W
YOR337W,YDR487C
YER111C,YDR508C
YGL209W,YDR529C
YLR228C,YEL024W
YOR358W,YEL038W
YMR070W,YEL039C
YER111C,YEL039C
YHR206W,YER043C
YER040W,YER055C
YKL112W,YER060W
YKL062W,YER061C
YML007W,YER062C
YNL167C,YER062C
YOR363C,YER175C
YHR124W,YFL001W
YKL109W,YFL018C
YDR253C,YFL055W
YFL031W,YGL001C
YFL031W,YGL008C
YDR146C,YGL008C
YBL103C,YGL026C
YMR037C,YGL037C
YPL089C,YGL037C
YFL031W,YGL084C
YBL005W,YGL186C
YDL170W,YGL224C
YBR182C,YGL248W
YER040W,YGL256W
YMR070W,YGL256W
YOL108C,YGR007W
YDR253C,YGR157W
YDL020C,YGR180C
YKL038W,YGR183C
YBR083W,YGR183C
YBL103C,YGR185C
YMR021C,YGR191W
YDR034C,YGR192C
YOR028C,YGR243W
YOR363C,YGR247W
YGL209W,YHR001W-A
YBR083W,YHR018C
YPR065W,YHR037W
YOL108C,YHR051W
YKL109W,YHR063C
YLR176C,YHR092C
YLR131C,YHR094C
YFL021W,YHR096C
YOR363C,YHR137W
YNL204C,YHR174W
YKR034W,YHR183W
YIR023W,YIL009W
YNL216W,YIL009W
YGL035C,YIL083C
YIL131C,YIL094C
YDR216W,YIL125W
YGL166W,YIL155C
YGL209W,YIL160C
YLR014C,YIL162W
YJL089W,YIR034C
YBL103C,YJL071W
YOR337W,YJL071W
YGL209W,YJL088W
YDR034C,YJL088W
YGL166W,YJL166W
YJL056C,YJL214W
YBR182C,YJL216C
YDR123C,YJR001W
YDR034C,YJR009C
YLR256W,YJR009C
YDR123C,YJR073C
YBL005W,YJR148W
YKL062W,YJR158W
YGL073W,YKL019W
YER040W,YKL035W
YHR206W,YKL067W
YFL031W,YKL165C
YMR042W,YKL184W
YOR363C,YKR009C
YEL009C,YKR039W
YNL103W,YKR039W
YDL170W,YKR043C
YKL109W,YKR072C
YPL089C,YKR072C
YCR065W,YLL012W
YLR131C,YLR044C
YDL020C,YLR146C
YKL038W,YLR153C
YKL109W,YLR174W
YDR146C,YLR209C
YCR065W,YLR237W
YML007W,YLR299W
YMR037C,YLR328W
YKL062W,YMR011W
YLR176C,YMR011W
YML007W,YMR041C
YBL021C,YMR056C
YMR037C,YMR105C
YDL170W,YMR105C
YOL028C,YMR120C
YPL248C,YMR189W
YFL031W,YMR205C
YKL038W,YMR208W
YNL204C,YMR256C
YKL062W,YMR261C
YPR065W,YMR298W
YJL056C,YMR319C
YJR094C,YNL009W
YBL005W,YNL037C
YNL103W,YNL101W
YEL009C,YNL106C
YER040W,YNL129W
YKR034W,YNL129W
YMR070W,YNL141W
YOR337W,YNL142W
YOL067C,YNL169C
YLR131C,YNL169C
YCL055W,YNL192W
YDR216W,YNL318C
YNL027W,YNR019W
YBL005W,YNR057C
YNL314W,YOL020W
YBL005W,YOL058W
YGR044C,YOL065C
YOL067C,YOL065C
YMR037C,YOL068C
YOL067C,YOL068C
YIL131C,YOL140W
YBL021C,YOR011W
YDL020C,YOR071C
YDL170W,YOR099W
YIL131C,YOR108W
YBL005W,YOR120W
YOR337W,YOR143C
YOL028C,YOR171C
YLR228C,YOR175C
YHR124W,YOR190W
YNL204C,YOR190W
YOR028C,YOR273C
YFL031W,YPL057C
YDL170W,YPL104W
YKL185W,YPL231W
YEL009C,YPL252C
YKL062W,YPR002W
YOR028C,YPR020W
YDR123C,YPR026W
YPL075W,YPR035W
YKR034W,YPR138C
YJL056C,YPR140W
YPR065W,YPR191W
YFL031W,YAL023C
YKR064W,YAR035W
YPR065W,YBL030C
YGL209W,YBL045C
YLR228C,YBL099W
YJL089W,YBR004C
YLR098C,YBR034C
YDR207C,YBR041W
YNL314W,YBR205W
YHR206W,YBR252W
YDR123C,YBR256C
YNL216W,YBR265W
YFR034C,YCL018W
YGL237C,YCL025C
YBR049C,YCL038C
YDL020C,YCL050C
YJR094C,YCR010C
YGR044C,YCR075C
YDR146C,YDL042C
YHR084W,YDL055C
YHR206W,YDL103C
YKL038W,YDL168W
YKR064W,YDL182W
YKR034W,YDL238C
YNL204C,YDL247W
YNL216W,YDR001C
YFR034C,YDR019C
YLR256W,YDR074W
YPR065W,YDR147W
YKL038W,YDR232W
YNL068C,YDR297W
YLR098C,YDR297W
YLR176C,YDR343C
YGL209W,YDR380W
YGR044C,YDR483W
YOL108C,YDR502C
YJL056C,YDR508C
YKL062W,YDR513W
YBR083W,YEL024W
YIL101C,YEL039C
YKL062W,YEL039C
YMR280C,YEL069C
YIL101C,YEL071W
YGL013C,YER055C
YBR182C,YER060W
YGR044C,YER062C
YPL075W,YER062C
YPR199C,YER070W
YER111C,YER091C
YNL314W,YER174C
YOR337W,YER175C
YMR280C,YFL030W
YKL062W,YGL009C
YFL021W,YGL062W
YFR034C,YGL063W
YKL062W,YGL186C
YMR037C,YGL187C
YMR070W,YGL187C
YNL103W,YGL202W
YOL028C,YGL253W
YGL209W,YGR055W
YBR083W,YGR055W
YKR034W,YGR121C
YMR070W,YGR143W
YJL056C,YGR191W
YGL073W,YGR208W
YBR182C,YGR243W
YKL062W,YGR255C
YPL075W,YGR260W
YKL038W,YGR264C
YER040W,YGR267C
YPR199C,YHL016C
YBR049C,YHL036W
YJR060W,YHR011W
YER040W,YHR018C
YPL089C,YHR020W
YOL108C,YHR025W
YOL028C,YHR026W
YGL209W,YHR051W
YDR216W,YHR096C
YKL109W,YHR096C
YDR034C,YHR100C
YHR084W,YHR100C
YMR037C,YHR104W
YBL103C,YHR162W
YKR064W,YHR190W
YER040W,YHR216W
YJL089W,YIL099W
YLR176C,YIL099W
YLR098C,YIL107C
YHR178W,YIL155C
YJR094C,YIL160C
YOL028C,YIL162W
YKL062W,YIR031C
YHR124W,YIR037W
YLR176C,YJL052W
YJR094C,YJL071W
YKL062W,YJL166W
YHR206W,YJL221C
YMR037C,YJR048W
YBL021C,YJR077C
YGL035C,YJR109C
YOL108C,YJR110W
YPL075W,YKL035W
YML007W,YKL132C
YDL170W,YKL192C
YNL314W,YKL216W
YDR123C,YKL216W
YOR028C,YKR058W
YKR064W,YKR067W
YMR043W,YKR072C
YMR280C,YKR097W
YNL204C,YLL031C
YLR228C,YLL031C
YPR199C,YLR017W
YFL031W,YLR044C
YOL108C,YLR056W
YGL209W,YLR058C
YHR124W,YLR109W
YDR423C,YLR172C
YKL062W,YLR295C
YIL101C,YLR299W
YGL035C,YLR304C
YNL068C,YLR328W
YHR178W,YLR348C
YPR065W,YLR395C
YMR037C,YLR410W
YPR065W,YLR420W
YHR206W,YMR105C
YEL009C,YMR145C
YKL015W,YMR205C
YOL028C,YMR208W
YKL062W,YMR300C
YNL204C,YMR303C
YKL112W,YMR318C
YPL248C,YNL202W
YOR363C,YNL270C
YNL068C,YNL280C
YKL109W,YNL318C
YPL248C,YNL318C
YOL067C,YNR013C
YGL013C,YNR041C
YKL062W,YNR043W
YHR206W,YOL011W
YOR363C,YOL033W
YMR280C,YOL033W
YPL075W,YOL055C
YKL062W,YOL059W
YDL170W,YOL064C
YBR083W,YOR081C
YMR021C,YOR128C
YDL020C,YOR128C
YER040W,YOR130C
YPR065W,YOR221C
YMR037C,YOR273C
YOL108C,YOR317W
YNL204C,YPL057C
YBL103C,YPL092W
YPL075W,YPL206C
YDL170W,YPL212C
YER040W,YPL231W
YDR216W,YPL234C
YGL071W,YPL244C
YEL009C,YPL271W
YOR363C,YPR001W
YBR182C,YPR047W
YDL170W,YPR145W
YKR064W,YPR159W
YMR070W,YPR191W
YJR094C,YPR192W
YHR084W,YAL022C
YBL005W,YAL044C
YBR182C,YAL044C
YBL005W,YAR015W
YHR124W,YAR071W
YLR131C,YAR071W
YGL209W,YBL099W
YKL015W,YBR006W
YKR034W,YBR006W
YJL110C,YBR035C
YKL112W,YBR085W
YMR037C,YBR127C
YOR363C,YBR166C
YEL009C,YBR180W
YIL036W,YBR205W
YER040W,YBR256C
YOR337W,YCL009C
YEL009C,YCL018W
YKL185W,YCL040W
YGL166W,YCL040W
YDR259C,YCR024C
YLR228C,YCR024C-A
YPL089C,YCR036W
YBL021C,YCR036W
YOR140W,YCR048W
YCR065W,YDL066W
YGL209W,YDL067C
YDL170W,YDL080C
YOL028C,YDL085W
YMR043W,YDL093W
YDL020C,YDL100C
YHR124W,YDL103C
YBR182C,YDL178W
YPL075W,YDR001C
YNL216W,YDR017C
YFL031W,YDR072C
YLR256W,YDR127W
YOR337W,YDR158W
YMR037C,YDR208W
YGL071W,YDR236C
YOR358W,YDR268W
YJL089W,YDR380W
YBR182C,YDR399W
YGL035C,YDR400W
YDR259C,YDR402C
YPR199C,YDR428C
YKL062W,YDR428C
YGL035C,YDR428C
YHR178W,YDR454C
YOL108C,YDR497C
YBR083W,YDR536W
YKL112W,YEL024W
YEL009C,YEL027W
YER040W,YEL029C
YNL314W,YEL042W
YBL021C,YER014W
YIL101C,YER014W
YPR065W,YER014W
YHR178W,YER037W
YIR023W,YER043C
YER040W,YER056C
YOL028C,YER099C
YPR065W,YER141W
YMR037C,YFL011W
YDR146C,YFL017C
YIL131C,YFL022C
YPR065W,YFL045C
YDR216W,YFR019W
YMR280C,YFR025C
YDR259C,YGL062W
YHR178W,YGL084C
YNL204C,YGL084C
YLR176C,YGL142C
YOL108C,YGL248W
YOR358W,YGR032W
YML007W,YGR055W
YPL089C,YGR065C
YCR065W,YGR180C
YMR037C,YGR244C
YLR256W,YGR244C
YHR124W,YGR256W
YAL051W,YGR260W
YNL204C,YGR282C
YMR037C,YHR018C
YKL015W,YHR018C
YFL021W,YHR037W
YEL009C,YHR051W
YDR216W,YHR106W
YBR182C,YHR123W
YCR065W,YHR123W
YKR034W,YHR128W
YBR083W,YIL009W
YCR065W,YIL111W
YER040W,YIL116W
YOR363C,YJL045W
YHR084W,YJL052W
YMR021C,YJL100W
YEL009C,YJL121C
YJL089W,YJL153C
YBR083W,YJL167W
YNL027W,YJR016C
YGL166W,YJR019C
YEL009C,YJR073C
YPR199C,YJR109C
YOL108C,YJR152W
YML099C,YJR152W
YOR337W,YKL026C
YKL062W,YKL094W
YDR216W,YKL104C
YBR083W,YKL104C
YLR176C,YKL132C
YKL038W,YKL146W
YOR363C,YKL148C
YKL112W,YKL181W
YDR253C,YKL184W
YFL031W,YKL184W
YPR199C,YKL212W
YML007W,YKR039W
YFR034C,YKR066C
YOL028C,YKR072C
YDR146C,YKR072C
YKL062W,YKR080W
YPL089C,YLR058C
YOR363C,YLR089C
YML099C,YLR138W
YKL112W,YLR146C
YDL020C,YLR174W
YGL071W,YLR258W
YPL089C,YLR300W
YKR034W,YLR328W
YGL166W,YLR438W
YMR070W,YML054C
YOL028C,YMR020W
YDR123C,YMR041C
YKL185W,YMR088C
YNL204C,YMR088C
YKL062W,YMR108W
YIL036W,YMR165C
YKR064W,YMR261C
YML007W,YMR296C
YNL027W,YMR298W
YBL005W,YMR300C
YHR178W,YMR318C
YLR256W,YNL045W
YHR124W,YNL101W
YOR358W,YNL130C
YNL204C,YNL130C
YKL112W,YNL142W
YNL167C,YNL169C
YCR065W,YNL220W
YBR182C,YNL220W
YHR178W,YNL267W
YFL031W,YNL270C
YGL035C,YNR001C
YNL204C,YNR008W
YDL170W,YNR041C
YKR064W,YNR058W
YKL062W,YNR072W
YML007W,YOL151W
YIL036W,YOR099W
YJL056C,YOR120W
YGR044C,YOR136W
YNL216W,YOR175C
YGL035C,YOR184W
YKR034W,YOR190W
YBR083W,YOR374W
YDR216W,YOR374W
YMR043W,YPL265W
YEL009C,YPR020W
YMR037C,YPR020W
YGL209W,YPR026W
YOR358W,YPR033C
YPL089C,YPR035W
YPL089C,YPR081C
YEL009C,YPR145W
YBL005W,YBL011W
YFL031W,YBL099W
YKL038W,YBR006W
YDR034C,YBR019C
YGR044C,YBR021W
YNL204C,YBR036C
YNL167C,YBR041W
YDR216W,YBR126C
YNL314W,YBR145W
YMR037C,YBR161W
YMR070W,YBR183W
YGL209W,YBR199W
YGR044C,YBR204C
YGL071W,YBR248C
YGL209W,YCR024C
YPL089C,YCR075C
YMR037C,YDL067C
YEL009C,YDL078C
YOR140W,YDL085W
YGL035C,YDL131W
YJR060W,YDL238C
YHR178W,YDR019C
YGL071W,YDR035W
YKR034W,YDR046C
YKL112W,YDR046C
YEL009C,YDR050C
YGL209W,YDR148C
YBR182C,YDR191W
YDR146C,YDR297W
YFL021W,YDR302W
YGL209W,YDR305C
YML007W,YDR353W
YHR178W,YDR373W
YDR034C,YDR487C
YMR070W,YDR487C
YNL068C,YEL017C-A
YEL009C,YEL024W
YOR363C,YEL046C
YJL110C,YEL063C
YLR098C,YER005W
YGL166W,YER015W
YBL103C,YER024W
YMR070W,YER062C
YDR034C,YER086W
YBL103C,YER183C
YML007W,YFL053W
YNL204C,YFL053W
YKL109W,YFR015C
YEL009C,YFR025C
YBL103C,YFR030W
YDL170W,YFR030W
YDR146C,YGL001C
YGR044C,YGL037C
YJR094C,YGL062W
YCR065W,YGL125W
YDR034C,YGL154C
YCR065W,YGL234W
YBL005W,YGR143W
YML099C,YGR180C
YNL204C,YGR191W
YOR028C,YGR191W
YDL020C,YGR240C
YEL009C,YGR248W
YGR044C,YGR256W
YGL209W,YGR260W
YJL089W,YGR286C
YDR259C,YGR287C
YER111C,YGR287C
YHR124W,YHR020W
YNL204C,YHR123W
YKL038W,YHR144C
YGL013C,YIL078W
YPL075W,YIL094C
YOL067C,YIL094C
YGL166W,YIL124W
YDL170W,YIL160C
YJL089W,YIL160C
YKL038W,YIR029W
YEL009C,YIR037W
YER111C,YJL005W
YPR199C,YJR139C
YLR228C,YKL004W
YNL204C,YKL024C
YBL021C,YKL080W
YKL112W,YKL085W
YPL248C,YKL127W
YHR206W,YKL188C
YHR178W,YKL188C
YKR034W,YKL192C
YGL254W,YKL211C
YNL167C,YLL012W
YGL071W,YLL041C
YML007W,YLL061W
YJL110C,YLR142W
YOR028C,YLR180W
YJL110C,YLR209C
YJL089W,YLR284C
YNL204C,YLR300W
YOR358W,YLR303W
YGL209W,YLR328W
YKR034W,YLR354C
YCR065W,YLR355C
YBR083W,YML070W
YKL038W,YML075C
YMR070W,YML075C
YDR034C,YMR120C
YOL108C,YMR205C
YMR037C,YMR256C
YDL020C,YMR278W
YKL062W,YMR278W
YMR042W,YNL037C
YBL021C,YNL037C
YKR034W,YNL045W
YDL170W,YNL101W
YEL009C,YNL142W
YKR064W,YNL142W
YJL110C,YNL142W
YFL031W,YNL169C
YKL112W,YNL192W
YDL170W,YNL292W
YNL204C,YNR072W
YKR034W,YOL011W
YHR084W,YOL011W
YJL089W,YOL058W
YGL071W,YOL126C
YOL067C,YOR071C
YDR034C,YOR108W
YNL216W,YOR120W
YBL005W,YOR128C
YBL103C,YOR130C
YJR094C,YOR192C
YNL027W,YOR209C
YFL031W,YOR209C
YOL028C,YOR317W
YGL209W,YOR360C
YML007W,YOR374W
YBR083W,YPL069C
YKL109W,YPL134C
YKL062W,YPL206C
YIL101C,YPL265W
YHR178W,YPR021C
YCR065W,YPR138C
YMR037C,YPR145W
YFL031W,YPR159W
YDR216W,YPR184W
YOR358W,YAR035W
YMR037C,YBL030C
YGL166W,YBL033C
YDR216W,YBL039C
YKR034W,YBR019C
YKL062W,YBR021W
YPL248C,YBR038W
YML007W,YBR068C
YGL209W,YBR068C
YOR337W,YBR166C
YBL021C,YBR192W
YGR044C,YBR196C
YDL170W,YBR249C
YBL103C,YBR249C
YBR083W,YCR048W
YOL067C,YCR098C
YBL103C,YDL066W
YJL089W,YDL066W
YOR028C,YDL085W
YER040W,YDL095W
YBL021C,YDL174C
YDR216W,YDL182W
YGL013C,YDR001C
YMR070W,YDR037W
YLR256W,YDR044W
YEL009C,YDR178W
YHR178W,YDR196C
YOR028C,YDR232W
YER111C,YDR268W
YML007W,YDR297W
YMR280C,YDR298C
YJR094C,YDR376W
YJR094C,YDR384C
YBR083W,YDR384C
YOL067C,YDR408C
YDR253C,YDR453C
YBR083W,YDR497C
YGL209W,YDR502C
YGL209W,YDR513W
YLR098C,YEL006W
YGL035C,YEL063C
YKL062W,YER014W
YDR034C,YER052C
YDR034C,YER069W
YER040W,YER175C
YDR259C,YFL011W
YEL009C,YFL017C
YKL038W,YFL030W
YGL254W,YFL055W
YOL067C,YFR047C
YIL131C,YGL012W
YOR358W,YGL142C
YHR178W,YGL142C
YDL170W,YGL148W
YOL067C,YGL186C
YHR206W,YGR019W
YGR044C,YGR020C
YIL131C,YGR087C
YGL071W,YGR143W
YNL204C,YGR157W
YBL021C,YGR177C
YBL103C,YGR202C
YPR065W,YGR247W
YDR034C,YGR267C
YHR206W,YGR292W
YKR034W,YHL011C
YEL009C,YHR018C
YLR256W,YHR074W
YHR178W,YHR091C
YKL062W,YHR104W
YIL131C,YHR128W
YNL314W,YHR183W
YHR206W,YHR208W
YDR146C,YIL053W
YGR044C,YIL083C
YLR256W,YIL111W
YOL028C,YIL145C
YIL131C,YIL145C
YOR358W,YIL160C
YFL021W,YIR031C
YBL005W,YJL088W
YKL062W,YJL100W
YLR451W,YJL129C
YOR358W,YJL155C
YJR094C,YJR013W
YDR146C,YJR110W
YCR065W,YJR143C
YFL031W,YJR158W
YOL108C,YKL026C
YOR140W,YKL055C
YNL204C,YKL060C
YLR131C,YKL080W
YJR060W,YKL088W
YJR094C,YKL188C
YGL071W,YKL216W
YNL027W,YKR039W
YBL005W,YLL028W
YFL031W,YLR028C
YOL028C,YLR100W
YGL166W,YLR138W
YDL170W,YLR172C
YKL062W,YLR174W
YHR206W,YLR258W
YKL062W,YLR348C
YHR178W,YLR354C
YGL209W,YMR011W
YMR021C,YMR013C
YKL015W,YMR062C
YGR044C,YMR083W
YKL062W,YMR169C
YGL237C,YMR246W
YMR070W,YMR256C
YML007W,YMR272C
YBR049C,YMR296C
YBL021C,YMR319C
YNL027W,YNL029C
YNL103W,YNL267W
YCL055W,YNL280C
YLR228C,YOL136C
YBL103C,YOL140W
YHR178W,YOL151W
YHR124W,YOR040W
YCR065W,YOR081C
YNL103W,YOR081C
YPR065W,YOR175C
YDL056W,YOR202W
YBL103C,YOR202W
YJL056C,YOR221C
YGL013C,YOR222W
YOR337W,YOR222W
YBR182C,YOR273C
YKR034W,YOR348C
YNL068C,YPL036W
YGL013C,YPL104W
YJL110C,YPL147W
YJL089W,YPR006C
YKL062W,YPR020W
YMR280C,YPR026W
YDL170W,YPR035W
YOR363C,YPR060C
YKL015W,YPR159W
YIR023W,YAL038W
YFL031W,YAL038W
YBL021C,YBL064C
YOL067C,YBR004C
YBR083W,YBR011C
YIL131C,YBR092C
YER111C,YBR132C
YKR064W,YBR166C
YLR256W,YBR213W
YDR034C,YBR218C
YML007W,YBR252W
YGL209W,YBR263W
YHR206W,YBR293W
YMR070W,YCL038C
YMR037C,YCL069W
YKL062W,YCR005C
YGL035C,YCR034W
YFL031W,YDL022W
YKL109W,YDL080C
YKL038W,YDL085W
YGR044C,YDL085W
YLR228C,YDL095W
YHR124W,YDL131W
YEL009C,YDL171C
YGL013C,YDR044W
YDR259C,YDR044W
YBL005W,YDR072C
YGL071W,YDR074W
YDL020C,YDR074W
YOR337W,YDR127W
YPR065W,YDR261C
YDL170W,YDR302W
YJR060W,YDR305C
YKL109W,YDR368W
YEL009C,YDR384C
YNL204C,YDR497C
YJL089W,YDR536W
YLR176C,YEL058W
YNL204C,YEL071W
YLR256W,YER014W
YMR070W,YER014W
YNL314W,YER015W
YDL020C,YER056C
YKL109W,YER062C
YEL009C,YER081W
YKL112W,YER152C
YHR206W,YFR015C
YER040W,YFR030W
YDR123C,YGL125W
YOL067C,YGL224C
YGL073W,YGR060W
YPL089C,YGR138C
YOR337W,YGR204W
YMR280C,YGR208W
YHR124W,YGR243W
YOR358W,YGR247W
YDR216W,YHR104W
YDR253C,YHR137W
YKR034W,YHR163W
YKL062W,YHR190W
YIL131C,YIL020C
YNL314W,YIL066C
YOL028C,YIL083C
YBL021C,YIL094C
YIL101C,YIL107C
YER111C,YIL155C
YMR280C,YIL155C
YAL051W,YJL005W
YIL101C,YJL026W
YGL071W,YJL052W
YEL009C,YJL052W
YDR423C,YJL100W
YMR037C,YJL166W
YCR065W,YJL196C
YLR131C,YJL221C
YDR216W,YJR019C
YOR337W,YJR109C
YOR363C,YJR148W
YCL055W,YKL094W
YKL109W,YKR067W
YDR216W,YKR097W
YNL103W,YKR097W
YKL109W,YLR109W
YMR021C,YLR146C
YLR098C,YLR172C
YGL209W,YLR258W
YJR094C,YLR284C
YOR028C,YLR299W
YJR060W,YML054C
YBR182C,YML110C
YDR034C,YML110C
YKL185W,YMR083W
YMR070W,YMR120C
YDR216W,YMR145C
YEL009C,YMR217W
YKL109W,YMR272C
YDL020C,YMR300C
YHR124W,YMR318C
